id,ground_truth_action,ground_truth_product,ground_truth_quantity,tier_0_clean,tier_1_lexical,tier_2_conversational,tier_3_cognitive
cmd_0930,update,dog food,2,Update dog food to 2.,update dog food to 2 rn,"So, uh, for the dog food, let's update 2.","Put 4 dog food in there... actually no, update 2 instead."
cmd_0931,update,Greek yogurt,6,Update Greek yogurt to 6.,update greek yogurt to 6 rn,"Uhm, let me see... could you please update 6 Greek yogurt?","I need 9 Greek yogurt, hold on, change that to 6."
cmd_0932,add,chicken breast,1,Add 1 chicken breast.,add 1 chicken breast rn,"Hey, I changed my mind, can you add 1 chicken breast?","Add chicken breast, let's say 2 of them... wait, double check that, just do 1."
cmd_0933,add,tomato sauce,3,Add 3 tomato sauce.,add 3 tmt sauce pls,"Uhm, let me see... could you please add 3 tomato sauce?","Put 5 tomato sauce in there... actually no, add 3 instead."
cmd_0934,update,usb-c cable,1,Update usb-c cable to 1.,update usb-c cable to 1,"Hey, I changed my mind, can you update 1 usb-c cable?","Put 2 usb-c cable in there... actually no, update 1 instead."
cmd_0935,remove,toothpaste,8,Remove 8 toothpaste.,remove 8 toothpaste rn,"Hey, I changed my mind, can you remove 8 toothpaste?","I need 6 toothpaste, hold on, change that to 8."
cmd_0936,remove,salt,6,Remove 6 salt.,remove 6 slt,"Alright, so I also want to remove 6 salt.","Remove salt, let's say 5 of them... wait, double check that, just do 6."
cmd_0937,remove,tofu,7,Remove 7 tofu.,remove 7 tofu pls,"Oh, I almost forgot, please remove 7 tofu.","Remove 9 tofu... wait, actually make it 7."
cmd_0938,update,pet treats,6,Update pet treats to 6.,update pet treats to 6 rn,"I was thinking, maybe update 6 pet treats to the list.","I need 5 pet treats, hold on, change that to 6."
cmd_0939,update,gluten-free bread,5,Update gluten-free bread to 5.,update gluten-free bread to 5 pls,"Umm, could you go ahead and update 5 gluten-free bread?","I need 8 gluten-free bread, hold on, change that to 5."
cmd_0940,add,tofu,9,Add 9 tofu.,add 9 tofu pls,"I was thinking, maybe add 9 tofu to the list.","I need 10 tofu, hold on, change that to 9."
cmd_0941,update,Greek yogurt,1,Update Greek yogurt to 1.,update greek yogrt to 1,"So, uh, for the Greek yogurt, let's update 1.","Put 3 Greek yogurt in there... actually no, update 1 instead."
cmd_0942,update,cat litter,4,Update cat litter to 4.,update cat ltter to 4 pls,"So, uh, for the cat litter, let's update 4.","Put 2 cat litter in there... actually no, update 4 instead."
cmd_0943,update,pet treats,4,Update pet treats to 4.,updt pet treats to 4 rn,"Umm, could you go ahead and update 4 pet treats?","Update 6 pet treats... wait, actually make it 4."
cmd_0944,add,bird seed,9,Add 9 bird seed.,add 9 bird seed pls,"Umm, could you go ahead and add 9 bird seed?","I need 10 bird seed, hold on, change that to 9."
cmd_0945,remove,olive oil,1,Remove 1 olive oil.,remove 1 lve oil pls,"Alright, so I also want to remove 1 olive oil.","I need 4 olive oil, hold on, change that to 1."
cmd_0946,remove,jeans,9,Remove 9 jeans.,remove 9 jeans,"Oh, I almost forgot, please remove 9 jeans.","Remove 12 jeans... wait, actually make it 9."
cmd_0947,remove,laptop sleeve,10,Remove 10 laptop sleeve.,remove 10 laptop sleeve,"So, uh, for the laptop sleeve, let's remove 10.","Remove 9 laptop sleeve... wait, actually make it 10."
cmd_0948,add,chicken breast,3,Add 3 chicken breast.,add 3 chicken brest,"Oh, I almost forgot, please add 3 chicken breast.","Add 2 chicken breast... wait, actually make it 3."
cmd_0949,remove,running shoes,7,Remove 7 running shoes.,remove 7 runnng shoes pls,"I was thinking, maybe remove 7 running shoes to the list.","Remove running shoes, let's say 6 of them... wait, double check that, just do 7."
cmd_0950,update,tomato sauce,6,Update tomato sauce to 6.,update tomato sauce to 6,"Uhm, let me see... could you please update 6 tomato sauce?","Update 8 tomato sauce... wait, actually make it 6."
cmd_0951,remove,eggs,1,Remove 1 eggs.,rmove 1 eggs pls,"Oh, I almost forgot, please remove 1 eggs.","Remove eggs, let's say 4 of them... wait, double check that, just do 1."
cmd_0952,add,bird seed,9,Add 9 bird seed.,add 9 brd seed rn,"So, uh, for the bird seed, let's add 9.","I need 12 bird seed, hold on, change that to 9."
cmd_0953,update,conditioner,3,Update conditioner to 3.,updte conditioner to 3 pls,"Alright, so I also want to update 3 conditioner.","I need 2 conditioner, hold on, change that to 3."
cmd_0954,update,cat litter,3,Update cat litter to 3.,updte cat littr to 3 pls,"Uhm, let me see... could you please update 3 cat litter?","Update cat litter, let's say 6 of them... wait, double check that, just do 3."
cmd_0955,remove,bananas,1,Remove 1 bananas.,remove 1 bnnas pls,"Hey, I changed my mind, can you remove 1 bananas?","I need 2 bananas, hold on, change that to 1."
cmd_0956,remove,salmon fillet,5,Remove 5 salmon fillet.,remove 5 salmon fillet rn,"Umm, could you go ahead and remove 5 salmon fillet?","Remove 4 salmon fillet... wait, actually make it 5."
cmd_0957,update,headphones,5,Update headphones to 5.,updte headphones to 5,"Umm, could you go ahead and update 5 headphones?","Update headphones, let's say 6 of them... wait, double check that, just do 5."
cmd_0958,add,AA batteries,1,Add 1 AA batteries.,add 1 aa batteries pls,"Hey, I changed my mind, can you add 1 AA batteries?","Add 3 AA batteries... wait, actually make it 1."
cmd_0959,remove,Greek yogurt,1,Remove 1 Greek yogurt.,rmove 1 greek yogurt,"I was thinking, maybe remove 1 Greek yogurt to the list.","I need 3 Greek yogurt, hold on, change that to 1."
cmd_0960,remove,balsamic vinegar,6,Remove 6 balsamic vinegar.,remove 6 balsamic vinegar,"I was thinking, maybe remove 6 balsamic vinegar to the list.","Remove balsamic vinegar, let's say 5 of them... wait, double check that, just do 6."
cmd_0961,update,salt,8,Update salt to 8.,update salt to 8 rn,"Oh, I almost forgot, please update 8 salt.","Update salt, let's say 9 of them... wait, double check that, just do 8."
cmd_0962,update,dish soap,7,Update dish soap to 7.,update dish soap to 7 pls,"I was thinking, maybe update 7 dish soap to the list.","Put 5 dish soap in there... actually no, update 7 instead."
cmd_0963,remove,sponge,9,Remove 9 sponge.,rmov 9 sponge pls,"So, uh, for the sponge, let's remove 9.","I need 7 sponge, hold on, change that to 9."
cmd_0964,update,pasta,7,Update pasta to 7.,updte pasta to 7,"Umm, could you go ahead and update 7 pasta?","Update pasta, let's say 9 of them... wait, double check that, just do 7."
cmd_0965,add,pasta,9,Add 9 pasta.,add 9 psta,"Hey, I changed my mind, can you add 9 pasta?","Add pasta, let's say 7 of them... wait, double check that, just do 9."
cmd_0966,add,dark chocolate bar,8,Add 8 dark chocolate bar.,add 8 drk chocolate br pls,"Oh, I almost forgot, please add 8 dark chocolate bar.","Put 9 dark chocolate bar in there... actually no, add 8 instead."
cmd_0967,update,cat litter,6,Update cat litter to 6.,update cat litter to 6 pls,"Oh, I almost forgot, please update 6 cat litter.","Put 9 cat litter in there... actually no, update 6 instead."
cmd_0968,update,socks,2,Update socks to 2.,updat socks to 2,"So, uh, for the socks, let's update 2.","I need 3 socks, hold on, change that to 2."
cmd_0969,add,laundry detergent,8,Add 8 laundry detergent.,add 8 laundry detergent pls,"Uhm, let me see... could you please add 8 laundry detergent?","Add 7 laundry detergent... wait, actually make it 8."
cmd_0970,add,paper towels,10,Add 10 paper towels.,add 10 papr towels,"So, uh, for the paper towels, let's add 10.","Put 9 paper towels in there... actually no, add 10 instead."
cmd_0971,remove,dark chocolate bar,7,Remove 7 dark chocolate bar.,remove 7 dark chocolate br pls,"So, uh, for the dark chocolate bar, let's remove 7.","Remove dark chocolate bar, let's say 8 of them... wait, double check that, just do 7."
cmd_0972,remove,apples,8,Remove 8 apples.,remove 8 apples,"I was thinking, maybe remove 8 apples to the list.","Remove 7 apples... wait, actually make it 8."
cmd_0973,update,trash bags,3,Update trash bags to 3.,update trash bags to 3 rn,"I was thinking, maybe update 3 trash bags to the list.","I need 6 trash bags, hold on, change that to 3."
cmd_0974,add,olive oil,4,Add 4 olive oil.,add 4 olve il,"Uhm, let me see... could you please add 4 olive oil?","Add 5 olive oil... wait, actually make it 4."
cmd_0975,update,dish soap,1,Update dish soap to 1.,update dish soap to 1,"Umm, could you go ahead and update 1 dish soap?","Update dish soap, let's say 4 of them... wait, double check that, just do 1."
cmd_0976,update,coffee beans,8,Update coffee beans to 8.,update coffee beans to 8,"Hey, I changed my mind, can you update 8 coffee beans?","Update 11 coffee beans... wait, actually make it 8."
cmd_0977,remove,sugar,5,Remove 5 sugar.,remove 5 sgr,"Umm, could you go ahead and remove 5 sugar?","Put 4 sugar in there... actually no, remove 5 instead."
cmd_0978,add,toothpaste,6,Add 6 toothpaste.,add 6 tothpaste,"Hey, I changed my mind, can you add 6 toothpaste?","I need 5 toothpaste, hold on, change that to 6."
cmd_0979,remove,apples,3,Remove 3 apples.,remove 3 appls,"Alright, so I also want to remove 3 apples.","I need 2 apples, hold on, change that to 3."
cmd_0980,add,pasta,9,Add 9 pasta.,add 9 pasta,"I was thinking, maybe add 9 pasta to the list.","Add 8 pasta... wait, actually make it 9."
cmd_0981,remove,eggs,6,Remove 6 eggs.,remove 6 eggs,"I was thinking, maybe remove 6 eggs to the list.","Remove eggs, let's say 8 of them... wait, double check that, just do 6."
cmd_0982,update,Greek yogurt,6,Update Greek yogurt to 6.,update greek yogurt to 6,"So, uh, for the Greek yogurt, let's update 6.","Update 9 Greek yogurt... wait, actually make it 6."
cmd_0983,update,tofu,7,Update tofu to 7.,update tofu to 7 pls,"Alright, so I also want to update 7 tofu.","I need 5 tofu, hold on, change that to 7."
cmd_0984,remove,conditioner,3,Remove 3 conditioner.,remove 3 conditioner rn,"Alright, so I also want to remove 3 conditioner.","Put 2 conditioner in there... actually no, remove 3 instead."
cmd_0985,remove,toothbrush,9,Remove 9 toothbrush.,remove 9 tothbrsh rn,"So, uh, for the toothbrush, let's remove 9.","Remove toothbrush, let's say 8 of them... wait, double check that, just do 9."
cmd_0986,update,black pepper,1,Update black pepper to 1.,update black pepper to 1 pls,"I was thinking, maybe update 1 black pepper to the list.","Update black pepper, let's say 3 of them... wait, double check that, just do 1."
cmd_0987,update,sponge,8,Update sponge to 8.,update sponge to 8 pls,"Alright, so I also want to update 8 sponge.","Update sponge, let's say 11 of them... wait, double check that, just do 8."
cmd_0988,update,apples,3,Update apples to 3.,updt apples to 3,"Alright, so I also want to update 3 apples.","Update 4 apples... wait, actually make it 3."
cmd_0989,add,tomato sauce,8,Add 8 tomato sauce.,add 8 tomato sauce rn,"Oh, I almost forgot, please add 8 tomato sauce.","I need 6 tomato sauce, hold on, change that to 8."
cmd_0990,add,jeans,6,Add 6 jeans.,add 6 jeans pls,"Uhm, let me see... could you please add 6 jeans?","Add 7 jeans... wait, actually make it 6."
cmd_0991,update,bird seed,7,Update bird seed to 7.,update bird seed to 7 pls,"Alright, so I also want to update 7 bird seed.","Put 10 bird seed in there... actually no, update 7 instead."
cmd_0992,update,balsamic vinegar,10,Update balsamic vinegar to 10.,update balsamc vinegar to 10 rn,"I was thinking, maybe update 10 balsamic vinegar to the list.","Update balsamic vinegar, let's say 11 of them... wait, double check that, just do 10."
cmd_0993,remove,avocado,3,Remove 3 avocado.,remove 3 avocado,"Alright, so I also want to remove 3 avocado.","Put 1 avocado in there... actually no, remove 3 instead."
cmd_0994,update,running shoes,5,Update running shoes to 5.,update running shoes to 5 rn,"Alright, so I also want to update 5 running shoes.","Put 6 running shoes in there... actually no, update 5 instead."
cmd_0995,remove,olive oil,1,Remove 1 olive oil.,remove 1 olive oil rn,"Alright, so I also want to remove 1 olive oil.","I need 3 olive oil, hold on, change that to 1."
cmd_0996,remove,black pepper,10,Remove 10 black pepper.,remove 10 black pepper pls,"Umm, could you go ahead and remove 10 black pepper?","Remove black pepper, let's say 11 of them... wait, double check that, just do 10."
cmd_0997,update,green tea,10,Update green tea to 10.,update green tea to 10,"Alright, so I also want to update 10 green tea.","Put 12 green tea in there... actually no, update 10 instead."
cmd_0998,update,body wash,3,Update body wash to 3.,update body wsh to 3,"Hey, I changed my mind, can you update 3 body wash?","I need 6 body wash, hold on, change that to 3."
cmd_0999,remove,jeans,6,Remove 6 jeans.,remove 6 jns,"Oh, I almost forgot, please remove 6 jeans.","I need 4 jeans, hold on, change that to 6."
cmd_1000,update,bird seed,8,Update bird seed to 8.,update bird seed to 8 pls,"Alright, so I also want to update 8 bird seed.","Put 7 bird seed in there... actually no, update 8 instead."
cmd_1001,add,ground beef,5,Add 5 ground beef.,add 5 ground beef,"Oh, I almost forgot, please add 5 ground beef.","Add ground beef, let's say 4 of them... wait, double check that, just do 5."
cmd_1002,update,socks,6,Update socks to 6.,update socks to 6,"Umm, could you go ahead and update 6 socks?","Update socks, let's say 9 of them... wait, double check that, just do 6."
cmd_1003,add,coffee beans,8,Add 8 coffee beans.,add 8 coffee bans pls,"Oh, I almost forgot, please add 8 coffee beans.","Add coffee beans, let's say 9 of them... wait, double check that, just do 8."
cmd_1004,update,usb-c cable,2,Update usb-c cable to 2.,update usb-c cable to 2 rn,"Umm, could you go ahead and update 2 usb-c cable?","Update 5 usb-c cable... wait, actually make it 2."
cmd_1005,update,ground beef,7,Update ground beef to 7.,update ground beef to 7 pls,"So, uh, for the ground beef, let's update 7.","Update ground beef, let's say 5 of them... wait, double check that, just do 7."
cmd_1006,update,olive oil,4,Update olive oil to 4.,update olve oil to 4 pls,"Uhm, let me see... could you please update 4 olive oil?","Update olive oil, let's say 3 of them... wait, double check that, just do 4."
cmd_1007,remove,t-shirt,10,Remove 10 t-shirt.,remove 10 t-shirt,"Oh, I almost forgot, please remove 10 t-shirt.","Put 11 t-shirt in there... actually no, remove 10 instead."
cmd_1008,add,black pepper,2,Add 2 black pepper.,add 2 black pepper,"Uhm, let me see... could you please add 2 black pepper?","I need 4 black pepper, hold on, change that to 2."
cmd_1009,update,garlic,2,Update garlic to 2.,update garlic to 2,"Uhm, let me see... could you please update 2 garlic?","Update garlic, let's say 3 of them... wait, double check that, just do 2."
cmd_1010,update,pet treats,1,Update pet treats to 1.,update pet treats to 1 pls,"Hey, I changed my mind, can you update 1 pet treats?","Update 2 pet treats... wait, actually make it 1."
cmd_1011,update,AA batteries,6,Update AA batteries to 6.,update aa batteries to 6 pls,"I was thinking, maybe update 6 AA batteries to the list.","Update AA batteries, let's say 4 of them... wait, double check that, just do 6."
cmd_1012,update,tomato sauce,4,Update tomato sauce to 4.,update tomato sauce to 4 pls,"So, uh, for the tomato sauce, let's update 4.","Update 7 tomato sauce... wait, actually make it 4."
cmd_1013,add,cheddar cheese,9,Add 9 cheddar cheese.,add 9 cheddar cheese pls,"I was thinking, maybe add 9 cheddar cheese to the list.","I need 8 cheddar cheese, hold on, change that to 9."
cmd_1014,remove,dog food,8,Remove 8 dog food.,remove 8 dog fd pls,"Hey, I changed my mind, can you remove 8 dog food?","Put 6 dog food in there... actually no, remove 8 instead."
cmd_1015,update,winter jacket,3,Update winter jacket to 3.,update winter jacket to 3,"Hey, I changed my mind, can you update 3 winter jacket?","Put 4 winter jacket in there... actually no, update 3 instead."
cmd_1016,update,olive oil,6,Update olive oil to 6.,update olive oil to 6,"Alright, so I also want to update 6 olive oil.","Update 4 olive oil... wait, actually make it 6."
cmd_1017,remove,laptop sleeve,5,Remove 5 laptop sleeve.,remove 5 laptop sleeve pls,"Hey, I changed my mind, can you remove 5 laptop sleeve?","Remove laptop sleeve, let's say 6 of them... wait, double check that, just do 5."
cmd_1018,remove,ground beef,1,Remove 1 ground beef.,remove 1 ground beef pls,"Hey, I changed my mind, can you remove 1 ground beef?","Remove 2 ground beef... wait, actually make it 1."
cmd_1019,remove,shampoo,2,Remove 2 shampoo.,remove 2 shampoo,"Umm, could you go ahead and remove 2 shampoo?","Remove 4 shampoo... wait, actually make it 2."
cmd_1020,remove,ground beef,9,Remove 9 ground beef.,remove 9 ground beef rn,"I was thinking, maybe remove 9 ground beef to the list.","Put 11 ground beef in there... actually no, remove 9 instead."
cmd_1021,add,tofu,5,Add 5 tofu.,add 5 tfu,"Uhm, let me see... could you please add 5 tofu?","Put 4 tofu in there... actually no, add 5 instead."
cmd_1022,add,salmon fillet,10,Add 10 salmon fillet.,add 10 salmon fllet,"Alright, so I also want to add 10 salmon fillet.","Add 9 salmon fillet... wait, actually make it 10."
cmd_1023,update,salmon fillet,4,Update salmon fillet to 4.,update salmon fillt to 4,"I was thinking, maybe update 4 salmon fillet to the list.","Update salmon fillet, let's say 7 of them... wait, double check that, just do 4."
cmd_1024,add,running shoes,7,Add 7 running shoes.,add 7 rnnng shoes pls,"Oh, I almost forgot, please add 7 running shoes.","Put 10 running shoes in there... actually no, add 7 instead."
cmd_1025,remove,socks,9,Remove 9 socks.,remove 9 scks pls,"Uhm, let me see... could you please remove 9 socks?","Remove socks, let's say 10 of them... wait, double check that, just do 9."
cmd_1026,remove,AA batteries,3,Remove 3 AA batteries.,remov 3 aa batteries pls,"Oh, I almost forgot, please remove 3 AA batteries.","Put 1 AA batteries in there... actually no, remove 3 instead."
cmd_1027,add,winter jacket,9,Add 9 winter jacket.,add 9 winter jacket rn,"I was thinking, maybe add 9 winter jacket to the list.","I need 8 winter jacket, hold on, change that to 9."
cmd_1028,add,wireless mouse,7,Add 7 wireless mouse.,add 7 wireless ms,"So, uh, for the wireless mouse, let's add 7.","I need 6 wireless mouse, hold on, change that to 7."
cmd_1029,remove,winter jacket,6,Remove 6 winter jacket.,remov 6 winter jacket,"Alright, so I also want to remove 6 winter jacket.","Remove winter jacket, let's say 4 of them... wait, double check that, just do 6."
cmd_1030,remove,conditioner,3,Remove 3 conditioner.,remove 3 cnditoner,"So, uh, for the conditioner, let's remove 3.","Put 6 conditioner in there... actually no, remove 3 instead."
cmd_1031,add,frozen pizza,9,Add 9 frozen pizza.,add 9 frozn pizza,"Uhm, let me see... could you please add 9 frozen pizza?","Add frozen pizza, let's say 11 of them... wait, double check that, just do 9."
cmd_1032,add,socks,10,Add 10 socks.,add 10 socks,"So, uh, for the socks, let's add 10.","Add socks, let's say 8 of them... wait, double check that, just do 10."
cmd_1033,add,bird seed,2,Add 2 bird seed.,add 2 bird seed pls,"Uhm, let me see... could you please add 2 bird seed?","Put 4 bird seed in there... actually no, add 2 instead."
cmd_1034,remove,ground beef,9,Remove 9 ground beef.,remove 9 ground beef pls,"Oh, I almost forgot, please remove 9 ground beef.","I need 7 ground beef, hold on, change that to 9."
cmd_1035,remove,pet treats,8,Remove 8 pet treats.,remove 8 pet treats rn,"I was thinking, maybe remove 8 pet treats to the list.","I need 9 pet treats, hold on, change that to 8."
cmd_1036,update,bird seed,1,Update bird seed to 1.,updte bird seed to 1,"Umm, could you go ahead and update 1 bird seed?","Update 3 bird seed... wait, actually make it 1."
cmd_1037,update,paper towels,9,Update paper towels to 9.,update paper towels to 9,"Umm, could you go ahead and update 9 paper towels?","Update 8 paper towels... wait, actually make it 9."
cmd_1038,update,black pepper,10,Update black pepper to 10.,update black pepper to 10,"Hey, I changed my mind, can you update 10 black pepper?","Update 11 black pepper... wait, actually make it 10."
cmd_1039,add,conditioner,10,Add 10 conditioner.,add 10 conditioner,"Uhm, let me see... could you please add 10 conditioner?","I need 12 conditioner, hold on, change that to 10."
cmd_1040,add,frozen pizza,7,Add 7 frozen pizza.,add 7 frozen pizza pls,"I was thinking, maybe add 7 frozen pizza to the list.","Add frozen pizza, let's say 8 of them... wait, double check that, just do 7."
cmd_1041,update,toothpaste,4,Update toothpaste to 4.,update toothpaste to 4 rn,"Oh, I almost forgot, please update 4 toothpaste.","Put 3 toothpaste in there... actually no, update 4 instead."
cmd_1042,remove,usb-c cable,2,Remove 2 usb-c cable.,rmv 2 usb-c cable rn,"Hey, I changed my mind, can you remove 2 usb-c cable?","I need 1 usb-c cable, hold on, change that to 2."
cmd_1043,add,sugar,5,Add 5 sugar.,add 5 sugar pls,"Alright, so I also want to add 5 sugar.","Add sugar, let's say 3 of them... wait, double check that, just do 5."
cmd_1044,add,salt,4,Add 4 salt.,add 4 salt pls,"Alright, so I also want to add 4 salt.","Add 7 salt... wait, actually make it 4."
cmd_1045,add,usb-c cable,9,Add 9 usb-c cable.,add 9 sb-c cabl,"Hey, I changed my mind, can you add 9 usb-c cable?","Add 8 usb-c cable... wait, actually make it 9."
cmd_1046,update,sponge,8,Update sponge to 8.,update sponge to 8,"So, uh, for the sponge, let's update 8.","Update sponge, let's say 6 of them... wait, double check that, just do 8."
cmd_1047,update,winter jacket,4,Update winter jacket to 4.,update wnter jacket to 4,"Hey, I changed my mind, can you update 4 winter jacket?","Put 3 winter jacket in there... actually no, update 4 instead."
cmd_1048,update,whole milk,3,Update whole milk to 3.,update whole milk to 3 pls,"Umm, could you go ahead and update 3 whole milk?","Put 5 whole milk in there... actually no, update 3 instead."
cmd_1049,remove,usb-c cable,3,Remove 3 usb-c cable.,remove 3 usb-c cable pls,"Uhm, let me see... could you please remove 3 usb-c cable?","Remove 2 usb-c cable... wait, actually make it 3."
cmd_1050,remove,headphones,5,Remove 5 headphones.,remove 5 headphones rn,"Uhm, let me see... could you please remove 5 headphones?","Remove 6 headphones... wait, actually make it 5."
cmd_1051,remove,gluten-free bread,3,Remove 3 gluten-free bread.,remove 3 gluten-free bread rn,"Uhm, let me see... could you please remove 3 gluten-free bread?","Put 4 gluten-free bread in there... actually no, remove 3 instead."
cmd_1052,add,green tea,2,Add 2 green tea.,add 2 green tea rn,"Umm, could you go ahead and add 2 green tea?","I need 4 green tea, hold on, change that to 2."
cmd_1053,remove,pasta,5,Remove 5 pasta.,rmov 5 pasta,"Hey, I changed my mind, can you remove 5 pasta?","Put 4 pasta in there... actually no, remove 5 instead."
cmd_1054,update,eggs,3,Update eggs to 3.,update eggs to 3 pls,"Hey, I changed my mind, can you update 3 eggs?","Put 4 eggs in there... actually no, update 3 instead."
cmd_1055,update,toothpaste,5,Update toothpaste to 5.,update toothpaste to 5,"Oh, I almost forgot, please update 5 toothpaste.","I need 4 toothpaste, hold on, change that to 5."
cmd_1056,remove,sponge,3,Remove 3 sponge.,remove 3 spnge pls,"Hey, I changed my mind, can you remove 3 sponge?","Remove 2 sponge... wait, actually make it 3."
cmd_1057,add,shampoo,1,Add 1 shampoo.,add 1 shampoo pls,"Alright, so I also want to add 1 shampoo.","I need 3 shampoo, hold on, change that to 1."
cmd_1058,add,shampoo,10,Add 10 shampoo.,add 10 shampoo pls,"Alright, so I also want to add 10 shampoo.","I need 8 shampoo, hold on, change that to 10."
cmd_1059,update,pet treats,9,Update pet treats to 9.,update pet treats to 9,"I was thinking, maybe update 9 pet treats to the list.","I need 7 pet treats, hold on, change that to 9."
cmd_1060,update,running shoes,2,Update running shoes to 2.,update running shes to 2 pls,"I was thinking, maybe update 2 running shoes to the list.","Put 3 running shoes in there... actually no, update 2 instead."
cmd_1061,remove,winter jacket,8,Remove 8 winter jacket.,remove 8 wntr jacket,"Hey, I changed my mind, can you remove 8 winter jacket?","Put 7 winter jacket in there... actually no, remove 8 instead."
cmd_1062,add,wireless mouse,6,Add 6 wireless mouse.,add 6 wireless mouse pls,"Umm, could you go ahead and add 6 wireless mouse?","Put 7 wireless mouse in there... actually no, add 6 instead."
cmd_1063,update,balsamic vinegar,3,Update balsamic vinegar to 3.,update balsmc vinegar to 3,"Oh, I almost forgot, please update 3 balsamic vinegar.","I need 2 balsamic vinegar, hold on, change that to 3."
cmd_1064,add,coffee beans,5,Add 5 coffee beans.,add 5 coffee beans,"So, uh, for the coffee beans, let's add 5.","Add 3 coffee beans... wait, actually make it 5."
cmd_1065,remove,dog food,9,Remove 9 dog food.,remove 9 dog food pls,"Oh, I almost forgot, please remove 9 dog food.","Put 11 dog food in there... actually no, remove 9 instead."
cmd_1066,add,pasta,3,Add 3 pasta.,add 3 pasta pls,"Oh, I almost forgot, please add 3 pasta.","Add pasta, let's say 2 of them... wait, double check that, just do 3."
cmd_1067,remove,salmon fillet,4,Remove 4 salmon fillet.,remove 4 salmon fillet pls,"Alright, so I also want to remove 4 salmon fillet.","Put 2 salmon fillet in there... actually no, remove 4 instead."
cmd_1068,add,salt,3,Add 3 salt.,add 3 salt rn,"I was thinking, maybe add 3 salt to the list.","Add salt, let's say 6 of them... wait, double check that, just do 3."
cmd_1069,add,toothpaste,8,Add 8 toothpaste.,add 8 toothpaste rn,"Oh, I almost forgot, please add 8 toothpaste.","I need 9 toothpaste, hold on, change that to 8."
cmd_1070,add,trash bags,5,Add 5 trash bags.,add 5 trash bags,"Oh, I almost forgot, please add 5 trash bags.","Put 6 trash bags in there... actually no, add 5 instead."
cmd_1071,update,bananas,2,Update bananas to 2.,update bananas to 2,"Oh, I almost forgot, please update 2 bananas.","Update bananas, let's say 4 of them... wait, double check that, just do 2."
cmd_1072,add,shampoo,2,Add 2 shampoo.,add 2 shampoo pls,"So, uh, for the shampoo, let's add 2.","I need 5 shampoo, hold on, change that to 2."
cmd_1073,remove,toothpaste,5,Remove 5 toothpaste.,remove 5 tothpast rn,"Oh, I almost forgot, please remove 5 toothpaste.","Remove toothpaste, let's say 7 of them... wait, double check that, just do 5."
cmd_1074,update,balsamic vinegar,7,Update balsamic vinegar to 7.,updat balsamic vingar to 7,"I was thinking, maybe update 7 balsamic vinegar to the list.","I need 5 balsamic vinegar, hold on, change that to 7."
cmd_1075,update,salt,8,Update salt to 8.,update salt to 8,"I was thinking, maybe update 8 salt to the list.","Put 6 salt in there... actually no, update 8 instead."
cmd_1076,update,usb-c cable,1,Update usb-c cable to 1.,update usb-c cable to 1,"So, uh, for the usb-c cable, let's update 1.","I need 2 usb-c cable, hold on, change that to 1."
cmd_1077,add,socks,8,Add 8 socks.,add 8 socks,"Hey, I changed my mind, can you add 8 socks?","I need 7 socks, hold on, change that to 8."
cmd_1078,update,coffee beans,6,Update coffee beans to 6.,update coffee beans to 6,"I was thinking, maybe update 6 coffee beans to the list.","Update coffee beans, let's say 4 of them... wait, double check that, just do 6."
cmd_1079,remove,frozen pizza,8,Remove 8 frozen pizza.,remove 8 frozen pizza,"Alright, so I also want to remove 8 frozen pizza.","Put 9 frozen pizza in there... actually no, remove 8 instead."
cmd_1080,add,paper towels,1,Add 1 paper towels.,add 1 paper towels,"Umm, could you go ahead and add 1 paper towels?","Add paper towels, let's say 3 of them... wait, double check that, just do 1."
cmd_1081,update,body wash,2,Update body wash to 2.,updat body wash to 2,"Alright, so I also want to update 2 body wash.","I need 4 body wash, hold on, change that to 2."
cmd_1082,update,ground beef,2,Update ground beef to 2.,update ground beef to 2 rn,"Hey, I changed my mind, can you update 2 ground beef?","Put 1 ground beef in there... actually no, update 2 instead."
cmd_1083,add,salt,4,Add 4 salt.,add 4 salt,"Alright, so I also want to add 4 salt.","Put 6 salt in there... actually no, add 4 instead."
cmd_1084,remove,usb-c cable,9,Remove 9 usb-c cable.,remove 9 usb-c cable,"So, uh, for the usb-c cable, let's remove 9.","Remove usb-c cable, let's say 10 of them... wait, double check that, just do 9."
cmd_1085,remove,sponge,4,Remove 4 sponge.,remove 4 sponge pls,"Oh, I almost forgot, please remove 4 sponge.","Put 3 sponge in there... actually no, remove 4 instead."
cmd_1086,add,olive oil,8,Add 8 olive oil.,add 8 olive oil,"Umm, could you go ahead and add 8 olive oil?","Add olive oil, let's say 7 of them... wait, double check that, just do 8."
cmd_1087,remove,ground beef,1,Remove 1 ground beef.,remove 1 ground bef,"So, uh, for the ground beef, let's remove 1.","Put 3 ground beef in there... actually no, remove 1 instead."
cmd_1088,add,toothbrush,6,Add 6 toothbrush.,add 6 toothbrush,"I was thinking, maybe add 6 toothbrush to the list.","Add toothbrush, let's say 9 of them... wait, double check that, just do 6."
cmd_1089,remove,dog food,3,Remove 3 dog food.,remove 3 dog food,"Umm, could you go ahead and remove 3 dog food?","Remove dog food, let's say 6 of them... wait, double check that, just do 3."
